timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set
1650480718,0.0,0.01054792,0.005,0.003055989742279,0.0030555427074432
1650480719,0.0,0.01054792,0.005,0.003055989742279,0.0030555427074432
1650480720,0.0,0.01054792,0.005,0.003055989742279,0.0030555427074432
1650480721,0.0,0.000685857,0.0,0.0030541718006134,0.0030537247657775
1650480722,0.0,0.000984507,0.0,0.0030541718006134,0.0030537247657775
1650480723,0.0,0.000984507,0.0,0.0030541718006134,0.0030537247657775
1650480724,0.0,0.0009604745,0.0,0.0030541718006134,0.0030537247657775
1650480725,0.0,0.000811295,0.0,0.0030541718006134,0.0030537247657775
1650480726,0.0,0.000811295,0.0,0.0030541718006134,0.0030537247657775
1650480727,0.0,0.0006388625,0.0,0.0030541718006134,0.0030537247657775
1650480728,0.0,0.0006388625,0.0,0.0030541718006134,0.0030537247657775
1650480729,0.0,0.000899259,0.0,0.0030541718006134,0.0030537247657775
1650480730,0.0,0.001318797,0.0,0.0030541718006134,0.0030537247657775
1650480731,0.0,0.001318797,0.0,0.0030541718006134,0.0030537247657775
1650480732,0.0,0.0005429235,0.0,0.0030541718006134,0.0030537247657775
1650480733,0.0,0.00091862,0.0,0.0030541718006134,0.0030537247657775
1650480734,0.0,0.00137957,0.0,0.0030541718006134,0.0030537247657775
1650480735,0.0,0.000947532,0.0,0.0030541718006134,0.0030537247657775
1650480736,0.0,0.000947532,0.0,0.0030541718006134,0.0030537247657775
1650480737,0.005,0.0007580955,0.0,0.0030541718006134,0.0030537247657775
1650480738,0.005,0.0007580955,0.0,0.0030541718006134,0.0030537247657775
1650480739,0.0,0.0010521175,0.0,0.0030541718006134,0.0030537247657775
1650480740,0.0,0.000837865,0.0,0.0030541718006134,0.0030537247657775
1650480741,0.0,0.000727023,0.0,0.0030541718006134,0.0030537247657775
1650480742,0.0,0.00099539,0.0,0.0030541718006134,0.0030537247657775
1650480743,0.0,0.001447537,0.0,0.0030541718006134,0.0030537247657775
1650480744,0.0,0.000907126,0.0,0.0030541718006134,0.0030537247657775
1650480745,0.0,0.000907126,0.0,0.0030541718006134,0.0030537247657775
1650480746,0.0,0.000598514,0.0,0.0030541718006134,0.0030537247657775
1650480747,0.0,0.000598514,0.0,0.0030541718006134,0.0030537247657775
1650480748,0.0,0.0007015515,0.0,0.0030541718006134,0.0030537247657775
1650480749,0.0,0.001490578,0.01,0.0030541718006134,0.0030537247657775
1650480750,0.0,0.001490578,0.01,0.0030541718006134,0.0030537247657775
1650480751,0.0,0.0005507035,0.0,0.0030541718006134,0.0030537247657775
1650480752,0.0,0.000862207,0.0,0.0030541718006134,0.0030537247657775
1650480753,0.0,0.001449957,0.0,0.0030541718006134,0.0030537247657775
1650480754,0.0,0.001449957,0.0,0.0030541718006134,0.0030537247657775
1650480755,0.0,0.0006804015,0.0,0.0030541718006134,0.0030537247657775
1650480756,0.0,0.0006804015,0.0,0.0030541718006134,0.0030537247657775
1650480757,0.0,0.000695933,0.0,0.0030541718006134,0.0030537247657775
1650480758,0.0,0.000695933,0.0,0.0030541718006134,0.0030537247657775
1650480759,0.0,0.0008889565,0.0,0.0030541718006134,0.0030537247657775
1650480760,0.0,0.001081357,0.0,0.0030541718006134,0.0030537247657775
1650480761,0.0,0.001081357,0.0,0.0030541718006134,0.0030537247657775
1650480762,0.0,0.000599526,0.0,0.0030541718006134,0.0030537247657775
1650480763,0.0,0.001379834,0.0,0.0030541718006134,0.0030537247657775
1650480764,0.0,0.001379834,0.0,0.0030541718006134,0.0030537247657775
1650480765,0.0,0.000480834,0.0,0.0030541718006134,0.0030537247657775
1650480766,0.0,0.001031137,0.0,0.0030541718006134,0.0030537247657775
1650480767,0.0,0.001031137,0.0,0.0030541718006134,0.0030537247657775
1650480768,0.0,0.0005591335,0.0,0.0030541718006134,0.0030537247657775
1650480769,0.0,0.00155623,0.0,0.0030541718006134,0.0030537247657775
1650480770,0.0,0.000684388,0.0,0.0030541718006134,0.0030537247657775
1650480771,0.0,0.000721797,0.0,0.0030541718006134,0.0030537247657775
1650480772,0.0,0.000721797,0.0,0.0030541718006134,0.0030537247657775
1650480773,0.005,0.000467695,0.0,0.0030541718006134,0.0030537247657775
1650480774,0.0,0.001558424,0.0,0.0030541718006134,0.0030537247657775
1650480775,0.0,0.000946386,0.0,0.0030541718006134,0.0030537247657775
1650480776,0.0,0.000946386,0.0,0.0030541718006134,0.0030537247657775
1650480777,0.0,0.0006651075,0.0,0.0030541718006134,0.0030537247657775
1650480778,0.0,0.0006651075,0.0,0.0030541718006134,0.0030537247657775
1650480779,0.0,0.005191117,0.005,0.0030550956726074,0.0030546486377716
1650480780,0.0,0.001225068,0.0,0.0030550956726074,0.0030546486377716
1650480781,0.0,0.001225068,0.0,0.0030550956726074,0.0030546486377716
1650480782,0.0,0.000473737,0.0,0.0030550956726074,0.0030546486377716
1650480783,0.0,0.001157666,0.0,0.0030550956726074,0.0030546486377716
1650480784,0.0,0.001157666,0.0,0.0030550956726074,0.0030546486377716
1650480785,0.005,0.0009721295,0.0,0.0030550956726074,0.0030546486377716
