timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-aiops-77-54db46dcdc-f4l88"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-aiops-77-54db46dcdc-f4l88"", node=""10.200.64.17"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-aiops-77-54db46dcdc-f4l88"", node=""10.200.64.17"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-aiops-77-54db46dcdc-f4l88"", node=""10.200.64.17"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-aiops-77-54db46dcdc-f4l88"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-aiops-77-54db46dcdc-f4l88"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-aiops-77-54db46dcdc-f4l88"",metrics_path=""/metrics/cadvisor""} [1m]) * 100","(1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",instance=""yid-aiops-77-54db46dcdc-f4l88"",grpc_code=~""Unknown|OK"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-aiops-77-54db46dcdc-f4l88"",biz_code=""6000"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or vector(0))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-aiops-77-54db46dcdc-f4l88"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m])))*100","sum(rate(std_requests_total{job=""be/yid"",code=~""2.."",environment=""rc"", instance=""yid-aiops-77-54db46dcdc-f4l88""}[1m]))","sum(rate(std_requests_total{job=""be/yid"",code=~""4.."",environment=""rc"", instance=""yid-aiops-77-54db46dcdc-f4l88""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-aiops-77-54db46dcdc-f4l88"", grpc_code=""OK""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-aiops-77-54db46dcdc-f4l88"", grpc_code=""Unknown""}[1m]))","1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",environment=""rc"",instance=""yid-aiops-77-54db46dcdc-f4l88"",grpc_code=~""Unknown|OK""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"",instance=""{1}"",grpc_code!~""Unknown|OK""}[1m]))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""{2}"",environment=""rc""}[1m])) or vector(1)","1- ((sum(increase(std_requests_total{job=""be/yid"",code=""200"",environment=""rc"", instance=""yid-aiops-77-54db46dcdc-f4l88"", bizcode=""6000""}[1m]) or increase(std_requests_total{job=""be/yid"",environment=""rc"", instance=""yid-aiops-77-54db46dcdc-f4l88"",code=~""5..""}[1m]))  or  vector(0)) /  sum(increase(std_requests_total{job=""be/yid"",instance=""yid-aiops-77-54db46dcdc-f4l88"",environment=""rc""}[1m])))","sum(rate(std_requests_total{job=""be/yid"", code=""200"", instance=""yid-aiops-77-54db46dcdc-f4l88"",method=""GET"",url=~""/api/v1/employee/:empID|/api/v1/employees|/api/v1/dept|/api/v1/depts|/api/v1/team/:teamID|/api/v1/teams|/api/v1/supervisors/:empIDs|/api/v1/dept-tree|/api/v1/emplist""}[1m]))","sum(rate(std_grpc_server_handled_total{job=""be/yid"", grpc_code=""OK"", instance=""yid-aiops-77-54db46dcdc-f4l88"" ,grpc_method=~""GetEmployee|ListEmployee|GetDepartment|ListDepartment|GetTeam|ListTeam|ListSupervisor|IsDeptLeader|GetDepartTree|GetEmployeeDepartTree|ListUserNameByEmpID|ListAuthZTeamsByUserName|ListWeChatDeptIDByDeptID|ListJiesuanBusinessDeptMember|ListAllInternalEmployees|IsEmployeeBelongToDept|ListApproveAuthEmp|ListApproveAuthDept|ListApproveBackupEmp""}[1m]))","sum(rate(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-aiops-77-54db46dcdc-f4l88"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources"", grpc_code=""OK""}[1m]))"
1697185740,249.69921875,5685108,5321412,5685108,15.12453836666686,21.15084538000095,100,0,0.21849167910855397,5071.293387145292,0,1,1,0,0,0.6464363782211973
1697185800,248.52734375,5045910.666666667,4756900.266666667,5045910.666666667,14.93049989999943,26.74700005333307,100,0,0.19720047981711125,4294.444444444445,0,1,1,0,0,0.5555555555555556
1697185860,251.3828125,3242416.8,3152794.4,3242416.8,15.338597664444428,32.539141880000294,100,0,0.19780221208848353,5112.223222262223,0,1,1,0,0,0.6506860274410975
1697185920,245.94140625,4166099.7333333334,4079397.066666667,4166099.7333333334,15.22976439777772,21.3729791500009,100,0,0.21201764215470947,5056.620765389821,0,1,1,0,0,0.6537210633103542
1697185980,250.7109375,5227317.066666666,5027402.133333334,5227317.066666666,15.556095357777746,30.70176082000065,100,0,0.18182809971452987,4663.890757677693,0,1,1,0,0,0.6182155390294016
1697186040,248.33984375,3833709.8666666667,3679649.066666667,3833709.8666666667,12.530270802222326,20.683993373333276,100,0,0.21780956183976477,5560.646206681397,0,1,1,0,0,0.7078810759792356
1697186100,250.4296875,3923584.8,3741308.8,3923584.8,20.22270067333314,17.885607476666035,100,0,0.18173877100441568,4662.689908889289,0,1,1,0,0,0.5815640672141301
1697186160,246.1796875,4670401.866666666,4375483.466666667,4670401.866666666,19.563265077777032,13.31654227000096,100,0,0.19965151735153183,5136.852040075504,0,1,1,0,0,0.6534049658777406
1697186220,248.6640625,4365489.333333333,4144352.2666666666,4365489.333333333,8.468513802221828,21.715198113333827,100,0,0.20061643960533276,5134.321825244844,0,1,1,0,0,0.6565628932538163
1697186280,248.53125,5420585.066666666,5194026.666666667,5420585.066666666,16.29330002888916,15.764043540001088,100,0,0.19882731377644866,5049.734569339664,0,1,1,0,0,0.6446469662986805
1697186340,249.2421875,4325336.8,4109633.3333333335,4325336.8,16.988817833332885,21.184491166665488,100,0,0.18774045706788647,4827.933593957769,0,1,1,0,0,0.6195435083240254
1697186400,249.3671875,2681951.466666667,2504412.2666666666,2681951.466666667,14.076669717777705,22.757816123333516,100,0,0.21725748633088315,5600.897997610168,0,1,1,0,0,0.7241916211029439
1697186460,248.75,4615932.266666667,4565005.866666666,4615932.266666667,14.634559248888765,18.253374106666342,100,0,0.1998001998001998,5127.599673054219,0,1,1,0,0,0.6538915629824722
1697186520,248.72265625,5859055.277722211,5626878.975795159,5859055.277722211,15.82353673845881,24.778949559911815,100,0,0.15238095238095237,4615.661926697375,0,1,1,0,0,0.6008411776487083
1697186580,249.4921875,4248135.466666667,4089047.7333333334,4248135.466666667,19.54399898444434,32.54081667333442,100,0,0.21843599825251203,5601.79117518567,0,1,1,0,0,0.72811999417504
1697186640,246.796875,4546845.866666666,4286305.066666666,4546845.866666666,8.385790288888934,27.04512200333435,100,0,0.1816860465116279,4666.787790697675,0,1,1,0,0,0.5995639534883721
1697186700,247.8359375,3864317.8666666667,3580420.8,3864317.8666666667,21.672595253333686,23.23116415666694,100,0,0.21839226891368044,5599.577774946766,0,1,1,0,0,0.7279742297122681
1697186760,248.51171875,5432511.733333333,5294137.333333333,5432511.733333333,16.86788870666634,26.59995682333374,100,0,0.19882774566730887,5090.713299067353,0,1,1,0,0.01807524960611899,0.6507089858202836
1697186820,247.765625,3943865.3333333335,3827492.8,3943865.3333333335,12.645924731112043,26.004195399999237,100,0,0.19615361637725026,5062.903160166263,0,1,1,0,0,0.64195728996191
1697186880,247.2421875,4839901.333333333,4511763.466666667,4839901.333333333,16.330674915555697,26.61431145666635,100,0,0.1815573993718114,4666.75139345304,0,1,1,0,0,0.5991394179269777
1697186940,246.54296875,4218176.533333333,3980793.066666667,4218176.533333333,7.919481913332775,28.967615756666117,100,0,0.2002548698343346,5135.991261605679,0,1,1,0,0,0.655379574003277
1697187000,246.109375,5590240.533333333,5294900.266666667,5590240.533333333,16.44014364444451,28.442361716667314,100,0,0.18182148766341208,4660.448371788579,0,1,1,0,0,0.6000109092892598
1697187060,246.33984375,4607182.666666667,4478193.866666666,4607182.666666667,18.36214240222135,21.296383633333182,100,0,0.18333333333333332,4271.11111111111,0,1,1,0,0,0.5370370370370369
1697187120,247.375,4229620,4075089.066666667,4229620,18.232217146666397,19.46576100999967,100,0,0.20004000800160032,5133.754023531978,0,1,1,0,0,0.6546763898234192
1697187180,247.4921875,6035010.933333334,5764835.466666667,6035010.933333334,17.27336231333336,20.863231389998873,100,0,0.21834061135371177,5604.80349344978,0,1,1,0,0,0.7096069868995633
1697187240,245.515625,4823349.333333333,4525932.533333333,4823349.333333333,16.181618199999424,13.532384659999178,100,0,0.1798301932077283,4618.039361574462,0,1,1,0,0,0.5934396375855033
1697187300,243.5,5603269.066666666,5317053.6,5603269.066666666,14.992795202222423,9.815307849999044,100,0,0.21817785131179432,5598.443664660644,0,1,1,0,0,0.7272595043726479
1697187360,246.80859375,2140453.3333333335,1993298.4,2140453.3333333335,14.53477574000014,22.37031098666648,100,0,0.18066194536782773,4670.8339355398175,0,1,1,0,0,0.5961844197138314
1697187420,246.6484375,5757334.933333334,5340076.533333333,5757334.933333334,18.095415793333007,18.463775966665708,100,0,0.18333333333333332,4714.444444444444,0,1,1,0,0,0.6111111111111112
1697187480,246.40625,3638717.066666667,3529861.8666666667,3638717.066666667,12.826516159999906,26.02685711666709,100,0,0.1868574311230096,4807.467987932791,0,1,1,0,0,0.6166295227059316
1697187540,247.03515625,6650433.6,6398793.066666666,6650433.6,22.4010938666672,28.275519259999175,100,0,0.1998764400188974,5127.375804048406,0,1,1,0,0,0.6723116618817458
1697187600,246.3046875,4080032,3764230.1333333333,4080032,15.310258255555405,22.648293519999545,100,0,0.2002184200946487,5140.516927557336,0,1,1,0,0,0.6552602839461231
1697187660,251.83984375,4194416.533333333,4035766.1333333333,4194416.533333333,15.079435908889232,36.37910053666625,100,0,0.19927897244515297,4805.265329349836,0,1,1,0,0,0.601033812301418
1697187720,248.59375,4812384,4666760.533333333,4812384,15.291349968888932,23.574992503333004,100,0,0.22126749396124132,5606.918296977854,0,1,1,0,0,0.7006803975439307
1697187780,247.91015625,4086803.466666667,3873578.1333333333,4086803.466666667,15.468544271111066,21.24254365999908,100,0,0.1988241851851852,5071.018,0,1,1,0,0,0.6473639999999999
1697187840,248.28125,4274796.8,4200322.133333334,4274796.8,10.22906586444353,24.662002420000135,100,0.01998800719568259,0.19988007195682592,5130.521686987808,0,1,1,0.01998800719568259,0,0.6596042374575254
1697187900,247.69140625,5224137.866666666,4890023.466666667,5224137.866666666,14.612187633333127,25.403914493334316,100,0,0.2170099643741975,5591.2617321011985,0,1,1,0,0,0.705282384216142
1697187960,246.671875,4296782.666666667,4106693.8666666667,4296782.666666667,12.582304488889552,18.384444693333535,100,0,0.19872970447810034,5067.517433585863,0,1,1,0,0,0.6470547904131769
1697188020,247.26953125,4270121.066666666,4066328.8,4270121.066666666,13.473313024445208,23.329965113333248,100,0,0.18518518518518517,4757.777777777778,0,1,1,0,0,0.5925925925925927
1697188080,247.9765625,3653397.3333333335,3526348,3653397.3333333335,17.49610115999935,17.174876559999273,100,0,0.1997494052915433,5600.59461223306,0,1,1,0,0,0.725136869584134
1697188140,245.98828125,4116397.8666666667,3979350.1333333333,4116397.8666666667,16.369501871111222,25.798513136666468,100,0,0.2,5150.181818181818,0,1,1,0,0,0.6545454545454544
1697188200,258.00390625,3665666.933333333,3402480.2666666666,3665666.933333333,19.60131292000066,21.686221856666634,100,0,0.1818371420475381,3986.499999999999,0,1,1,0,0,0.5055555555555554
1697188260,246.171875,4224008.8,4012673.8666666667,4224008.8,17.999833533333206,14.869273449999126,100,0,0.1999960000799984,5126.297474050519,0,1,1,0,0,0.6599868002639948
1697188320,249.4140625,5322205.066666666,5004877.066666666,5322205.066666666,22.11210098222182,22.706119213333597,100,0,0.1998292368339782,5125.074935963813,0,1,1,0,0,0.653986593274838
1697188380,247.40234375,6449786.666666667,6130594.933333334,6449786.666666667,18.780153960000867,27.228599869999925,100,0,0.197667523225934,5127.854947977501,0,1,1,0,0,0.6469118941939658
1697188440,248.7578125,3864149.066666667,3580178.1333333333,3864149.066666667,22.232615026666988,26.091972483333542,100,0,0.22130830090551978,5609.0588864504,0,1,1,0,0,0.7008096195341461
1697188500,254.6796875,4748129.066666666,4507107.2,4748129.066666666,14.214752204444366,27.187584226667237,100,0,0.18333333333333332,4712.4000000000015,0,1,1,0,0,0.6050000000000001
1697188560,247.49609375,2744129.6,2571413.066666667,2744129.6,15.18221450666715,22.078340886667622,100,0,0.2181262951248773,5605.845784709347,0,1,1,0,0,0.7270876504162576
1697188620,247.95703125,5068132.8,4788597.6,5068132.8,14.577646702221802,22.50458223333377,100,0,0.19883018898685792,4672.568652156461,0,1,1,0,0,0.6021351355871727
1697188680,248.1171875,4867421.6,4751156.266666667,4867421.6,16.092300724445117,32.59755910666778,100,0,0.18776665429901718,5133.258190015635,0,1,1,0,0,0.6544740573755591
1697188740,246.73046875,5425349.866666666,5070475.2,5425349.866666666,15.469057108888999,24.18489701999988,100,0,0.17976486222970176,4613.125894538606,0,1,1,0,0,0.5932240453580158
1697188800,249.5234375,4077169.6,3837516.533333333,4077169.6,14.204450619999989,32.41543522666689,100,0,0.20564555399906612,5292.479020745781,0,1,1,0,0,0.676355146421186
1697188860,250.35546875,3513002.4,3361230.6666666665,3513002.4,13.65322335111159,22.507426549999156,100,0,0.2187784867821331,5602.917046490428,0,1,1,0,0,0.7110300820419326
1697188920,248.91015625,5168181.333333333,4925246.666666667,5168181.333333333,18.895956555555436,25.751534476667075,100,0,0.19999950023988486,5100.058861524246,0,1,1,0,0,0.6470438189668958
1697188980,247.85546875,3770949.3333333335,3707089.3333333335,3770949.3333333335,13.5149572511111,18.433132163333234,100,0,0.19990549921855122,5124.8500708755855,0,1,1,0,0,0.6542361792607131
1697189040,248.72265625,4736458.666666667,4617381.866666666,4736458.666666667,13.41785702222296,21.147369046667944,100,0,0.18190647374105037,4680.089756409743,0,1,1,0,0,0.5821007159713611
1697189100,248.56640625,4562286.4,4359985.866666666,4562286.4,15.037195537777531,24.190578103333184,100,0,0.2183247216359799,5602.2123571792445,0,1,1,0,0,0.7095553453169346
1697189160,249.1640625,3594210.6666666665,3438429.6,3594210.6666666665,14.507613804444189,15.363958913333894,100,0,0.16666666666666663,4663.542321614271,0,1,1,0,0,0.6184586899714689
1697189220,249.80078125,4058094.1333333333,3830143.466666667,4058094.1333333333,15.221344517777755,22.285040333332898,100,0,0.18075268912785666,5138.505925533663,0,1,1,0,0,0.6573781567846904
1697189280,248.046875,2543839.466666667,2511101.8666666667,2543839.466666667,15.143423711111206,22.171152910000274,100,0,0.1978093333333333,5065.86458181818,0,1,1,0,0,0.6446487272727273
1697189340,248.3125,4015565.066666667,3961090.1333333333,4015565.066666667,15.986360142221908,20.10610713999995,100,0,0.18183471224656783,4668.424402218383,0,1,1,0,0,0.600054550413674
1697189400,250.15625,2796313.066666667,2663934.6666666665,2796313.066666667,16.845011480000824,28.047738970000562,100,0,0.20004728390346807,4186.66891499531,0,1,1,0,0,0.5474200987180059
1697189460,250.15625,4597590.666666667,4518649.333333333,4597590.666666667,14.950283206666832,26.473034643333143,100,0,0.21797969155873648,5086.290622928649,0,1,1,0,0,0.6497284168101319
1697189520,249.98046875,3445114.4,3456777.066666667,3445114.4,18.87280971555507,25.235214053333642,100,0,0.1988202004176046,5114.385989340641,0,1,1,0,0,0.6548509589424635
1697189580,249.77734375,3717074.6666666665,3477209.066666667,3717074.6666666665,15.79303337111115,29.92351460333339,100,0,0.18099547511312214,4675.113122171945,0,1,1,0,0,0.6153846153846153
1697189640,250.01953125,4834450.133333334,4528267.2,4834450.133333334,14.807207322222288,22.78999484666656,100,0,0.20160551299439172,5150.8375792676225,0,1,1,0,0,0.6597998607089184
1697189700,252.06640625,4395381.6,4209580.266666667,4395381.6,16.529903615555668,19.204352199999448,100,0,0.20005456033463673,5134.127489315269,0,1,1,0,0.036373556424479404,0.6547240156406293
1697189760,252.3828125,4285820,4112852.533333333,4285820,10.251490466666331,20.319637816666425,100,0,0.18518518518518517,4736.666666666667,0,1,1,0,0,0.5925925925925927
1697189820,250.80859375,3915036.2666666666,3748569.6,3915036.2666666666,15.964439468889394,25.289574046667745,100,0,0.19990549921855122,5128.12125177189,0,1,1,0,0,0.6542361792607131
1697189880,255.359375,4881453.866666666,4685729.066666666,4881453.866666666,16.164105942222402,11.636663883332403,100,0,0.2004336655673184,5140.576884531988,0,1,1,0,0,0.6559647236748601
