timestamp,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj3-rd-ylint-prod-01"", mode=~""idle""}[1m])) by (mode, hostname)","node_load1{hostname=~""bj3-rd-ylint-prod-01""}","node_load5{hostname=~""bj3-rd-ylint-prod-01""}","node_load15{hostname=~""bj3-rd-ylint-prod-01""}","(1-(node_memory_MemAvailable_bytes{hostname=~""bj3-rd-ylint-prod-01""}/node_memory_MemTotal_bytes{hostname=~""bj3-rd-ylint-prod-01""}))*100","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""})","1-(node_filesystem_free_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj3-rd-ylint-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""})","irate(node_disk_reads_completed_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_writes_completed_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_read_time_seconds_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_write_time_seconds_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_read_bytes_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_disk_written_bytes_total{hostname=~""bj3-rd-ylint-prod-01""}[1m])","node_netstat_Tcp_CurrEstab{hostname=~""bj3-rd-ylint-prod-01""}","node_sockstat_TCP_tw{hostname=~""bj3-rd-ylint-prod-01""}","irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj3-rd-ylint-prod-01""}[1m])","irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj3-rd-ylint-prod-01""}[1m])","node_sockstat_TCP_alloc{hostname=~""bj3-rd-ylint-prod-01""}","node_sockstat_TCP_inuse{hostname=~""bj3-rd-ylint-prod-01""}","probe_duration_seconds{hostname=~""bj3-rd-ylint-prod-01""}","irate(node_network_receive_bytes_total{hostname=~""bj3-rd-ylint-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8","irate(node_network_transmit_bytes_total{hostname=~""bj3-rd-ylint-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
1693885673,0.5519999999552965,3.79,4.75,4.91,26.0920620525246,0.6273056547200166,0.3345645744057668,6.6,11.4,0.01840000000083819,0.06500000000620881,305834.6666666667,1672806.4,310,108,1.4666666666666666,3.2,360,229,0.000365052,374765.86666666664,251058.13333333333
1693885793,0.349083333586653,6.87,6.07,5.4,26.680125502997974,0.6259569230099307,0.33498335933369217,0,11.6,0,0.01839999999695768,0,395673.6,317,176,2.2666666666666666,3.466666666666667,368,234,0.000369141,2960489.066666667,330367.4666666667
1693885913,0.2231666666766008,3.71,5.54,5.32,26.200056523207703,0.6249555801101536,0.3351859769480082,0.13333333333333333,1.9333333333333333,0.0001333333319053054,0.0011333333328366279,546.1333333333333,24302.933333333334,322,149,2.6666666666666665,3.6,372,237,0.000379453,305468.26666666666,1344960
1693886033,0.7942499998956919,3.91,4.77,5.05,33.27602508107517,0.6249660775895921,0.3353848273118343,0,1,0,0.0007333333371207118,0,31129.6,319,165,5.733333333333333,3.2666666666666666,369,232,0.000472985,829287.4666666667,294861.86666666664
1693886153,0.35366666652262213,2.75,4.15,4.79,27.650623610105065,0.6250338252115242,0.33556094627224087,0.06666666666666667,3.8666666666666667,0,0.0034000000062709055,273.06666666666666,31675.733333333334,328,172,1.9333333333333333,3.533333333333333,379,241,0.000384616,47349242.666666664,1064777.0666666667
1693886273,0.3010833331694205,3.94,4.33,4.79,26.724092065469296,0.6250362551836164,0.3357648913385043,32.86666666666667,4.333333333333333,0.0643333333331005,0.003399999998509884,1609181.8666666667,51063.46666666667,325,177,6.333333333333333,3.466666666666667,375,235,0.000374693,1073814.4,2773550.4
1693886393,0.19491666691998633,5.51,5.15,5.05,29.105339637119055,0.6250391711501272,0.33585692736089146,2.2666666666666666,10.2,0.007400000000294919,0.015266666670019429,239479.46666666667,59528.53333333333,331,162,1.3333333333333333,3.6666666666666665,381,235,0.000356067,224310.4,276809.06666666665
1693886513,0.28558333305021133,3.92,4.72,4.91,28.63970652838168,0.625043933895428,0.3362701524937264,0,1.4,0,0.0008666666690260172,0,19933.866666666665,335,163,2.466666666666667,3.4,386,240,0.000332745,159443.73333333334,264146.13333333336
1693886633,0.057166666537523336,3.65,4.46,4.79,25.89264446609486,0.6250514182094722,0.3363402148261414,0,4,0,0.0017333333380520344,0,34133.333333333336,324,167,1.8,3.3333333333333335,374,229,0.000317522,260117.33333333334,1112114.1333333333
1693886753,0.8004166666418314,7.14,5.34,5.05,37.69745294125687,0.6251212070079617,0.3366726397999332,1.6666666666666667,1.2666666666666666,0.0018666666680170845,0.0004000000034769376,34133.333333333336,17476.266666666666,326,101,1.4666666666666666,3.2666666666666666,376,230,0.000390526,161370.66666666666,258682.66666666666
1693886873,0.8061666667461396,4.34,4.74,4.87,32.98924789966008,0.6251243173722398,0.3367811730463025,0,0.5333333333333333,0,0.00019999999397744735,0,22937.6,327,163,5.733333333333333,3.533333333333333,377,231,0.000341657,860758.9333333333,348805.3333333333
1693886993,0.4445833335320155,3.41,4.13,4.62,27.086599606778094,0.6260308913604189,0.33704113077108566,0,3.2,0,0.002866666663127641,0,45875.2,324,162,1.7333333333333334,3.2,374,227,0.000315216,4879185.066666666,779660.8
1693887113,0.6029166668653487,3.85,3.91,4.48,28.391612112171714,0.6251877882432896,0.33722783058935,0,17.933333333333334,0,0.34506666666517655,0,3987046.4,329,178,5.333333333333333,3,379,231,0.000381795,825405.8666666667,339945.06666666665
1693887233,0.011999999980131681,1.54,3.39,4.25,25.895365682700778,0.6247841212793239,0.33731864186775073,2.2,0.4,0.0021999999997206034,0.00039999999571591614,9011.2,5461.333333333333,326,186,1.1333333333333333,3.2,376,228,0.000387127,145750.4,263441.6
1693887353,0.032250000039736326,0.69,2.51,3.82,25.98071182145305,0.6249841565819585,0.33764454004131095,0,0.3333333333333333,0,0.0001333333319053054,0,3549.866666666667,323,106,1.3333333333333333,3.3333333333333335,374,228,0.000328221,573002.1333333333,274093.86666666664
1693887473,0.9754166666418314,5.48,3.1,3.85,32.55462201691206,0.624995626050234,0.3378762492010774,0.26666666666666666,0.8666666666666667,0.00026666666575086615,0.00019999999397744735,1911.4666666666667,17476.266666666666,330,182,6.533333333333333,3.6666666666666665,380,228,0.000357424,866387.2,1154932.2666666666
1693887593,0.8743333332240582,4,3.13,3.77,30.370424695272547,0.624999028011163,0.3380798861434582,0,6.6,0,0.010199999995529651,0,76731.73333333334,332,183,2.2,3.3333333333333335,383,230,0.000353709,158512.53333333333,269291.73333333334
1693887713,0.6873333333681027,7.47,4.81,4.31,27.140596842119646,0.6250034019609292,0.33836829978706584,2.4,7.2,0.0022000000016608586,0.011666666669771075,9830.4,190054.4,331,109,1.4666666666666666,3.466666666666667,381,230,0.000359186,1865462.4,1473817.0666666667
1693887833,0.01091666681071124,2.77,3.94,4.06,25.510026767985416,0.6250079703084626,0.33847709852382457,0,1.2,0,0.0002666666715716322,0,9830.4,326,172,1.6,3.2666666666666666,376,225,0.000318356,149441.6,284652.8
1693887953,0.010750000054637665,0.39,2.65,3.57,25.43522381823542,0.6250810638689976,0.3384811390162483,0,2.7333333333333334,0,0.0021999999958400925,0,17203.2,333,173,2.466666666666667,3.2666666666666666,383,228,0.000338009,267917.3333333333,234770.66666666666
1693888073,0.1546666665623585,1.29,2.09,3.24,26.00212767411393,0.6250845630288105,0.3384916908058151,0,1.0666666666666667,0,0.00039999999571591614,0,12561.066666666668,341,104,1.4666666666666666,3.533333333333333,391,236,0.000341509,168385.06666666668,313324.8
1693888193,0.10249999997516479,0.88,1.63,2.93,26.098346476524814,0.6250863126087169,0.33857729110861523,0,3.7333333333333334,0,0.0033333333364377418,0,24302.933333333334,338,183,1.7333333333333334,3.4,388,228,0.000347815,2131954.1333333333,449309.3333333333
1693888313,0.2694999997814497,0.78,1.3,2.65,25.51441976340303,0.6250898117685297,0.3386063438963446,0,4.8,0,0.004600000001179675,0,37410.13333333333,338,128,2.4,3.2,388,229,0.000389481,174638.93333333332,257584
